Product_id,Discounted price,Actual price,Discount %,Rating,Rating count,User id,savings,total revenue,top rating products,top  20  products  by revenue,
B07JW9H4J374,$350.00,$899.00,61%,4.20,"2,262",AGWXUDJLYBQYBI5O7UHDK6QW7FYA,$549.00,"$791,700.00",high rated,,
B07JW9H4J337,$349.00,$899.00,61%,4.50,149,AEXK37TSBFHSP2TYE63YPKETWQ7Q,$550.00,"$52,001.00",high rated,,
B07JW9H4J339,$349.00,$599.00,42%,4.10,210,AHFENRYJG4LPXDTUGEMG335VICSQ,$250.00,"$73,290.00",high rated,,
B07JW9H4J340,$349.00,"$1,499.00",77%,4.30,"4,145",AF3IXM2LI57OSMIOBF55GYWRIYKA,"$1,150.00","$1,446,605.00",high rated,,
B07JW9H4J341,$349.00,$999.00,65%,4.20,"13,120",AEDMOT4JJAD7UCEFLEA76Y526CGQ,$650.00,"$4,578,880.00",high rated,,
B07JW9H4J342,$349.00,$599.00,42%,4.20,284,AGSMOEVIV64A236CLW3B5JHPYQIA,$250.00,"$99,116.00",high rated,,
B07JW9H4J343,$349.00,"$1,299.00",73%,4.00,"3,295",AFVNMGQ2XHQL55BFESLIHGPCW6LA,$950.00,"$1,149,955.00",high rated,,
B07JW9H4J344,$349.00,$699.00,50%,4.30,"20,850",AGPOYBESW4JLTMELJLGMLV4JKJEA,$350.00,"$7,276,650.00",high rated,,
B07JW9H4J345,$349.00,$999.00,65%,4.00,839,AF7BXYFKSFYOMLSKCZE4ZVWITELA,$650.00,"$292,811.00",high rated,,
B07JW9H4J347,$349.00,"$1,999.00",83%,3.80,197,AG2CJB47VQE4AVBUYWE7TYPVMYHQ,"$1,650.00","$68,753.00",need_improvement,,
B07JW9H4J349,$349.00,$799.00,56%,3.60,323,AGQYZLWPXBTZCFFSJ7N4E5MU6FQA,$450.00,"$112,727.00",need_improvement,,
B07JW9H4J350,$349.00,$999.00,65%,4.20,513,AGHVT7WT5L4HJE2K7U2JG2YCED2Q,$650.00,"$179,037.00",high rated,,
B07JW9H4J351,$349.00,$899.00,61%,4.10,"14,896",AE5X7F5K6HASKKQZGUJEF3VZFRRQ,$550.00,"$5,198,704.00",high rated,,
B07JW9H4J352,$349.00,$699.00,50%,3.90,214,AE3SQVHSPJCIM3FT4MYLZOLX2ZSA,$350.00,"$74,686.00",need_improvement,,
B07JW9H4J354,$349.00,$999.00,65%,4.30,838,AFTS5BKDRY7Y23B27UVBE2V6TOHA,$650.00,"$292,462.00",high rated,,
B07JW9H4J355,$349.00,"$1,299.00",73%,4.00,"14,282",AE3XH7AL52IBMYH77L5KO4DGTCDA,$950.00,"$4,984,418.00",high rated,,
B07JW9H4J356,$349.00,$999.00,65%,3.90,"46,399",AEJHP62NHRVRCWIMXUODSZLSBNUA,$650.00,"$16,193,251.00",need_improvement,,
B07JW9H4J358,$349.00,$399.00,13%,4.40,"18,757",AHJRPRAXBOIRLYMCRQ4HCACPXDVQ,$50.00,"$6,546,193.00",high rated,,
B07JW9H4J359,$349.00,$999.00,65%,3.80,"16,557",AFWDV7TXGNYDA54LFNRDRJBTBH4A,$650.00,"$5,778,393.00",need_improvement,,
B07JW9H4J360,$349.00,$999.00,65%,3.80,"16,557",AHOXZCFLXIOIPGI7DXYFAI2644UQ,$650.00,"$5,778,393.00",need_improvement,,
B07JW9H4J361,$349.00,"$1,499.00",77%,4.30,"24,791",AGDI3CM73SM6W3GZTPAXJ23GNXUA,"$1,150.00","$8,652,059.00",high rated,,
B07JW9H4J362,$349.00,"$1,299.00",73%,4.00,"14,283",AGC2PMSRLC3GK54AGSC3K4VQRNJA,$950.00,"$4,984,767.00",high rated,,
B07JW9H4J363,$349.00,$399.00,13%,4.40,"18,757",AHAV4CJCMF5EPFWOHKYSWKTHHKLA,$50.00,"$6,546,193.00",high rated,,
B07JW9H4J364,$349.00,$999.00,65%,3.80,"16,557",AF3I4EPZQIK3OVITINOGTUMCWQ7A,$650.00,"$5,778,393.00",need_improvement,,
B07JW9H4J365,$349.00,$995.00,65%,4.20,"6,676",AE3DRCI3U5PRSINPY2TZAU6JEWBA,$646.00,"$2,329,924.00",high rated,,
B07JW9H4J366,$349.00,$450.00,22%,4.10,"18,656",AHQLMUZTIPYZJ3Z5YZSFDWES7DGA,$101.00,"$6,510,944.00",high rated,,
B07JW9H4J367,$349.00,$999.00,65%,3.90,817,AEKI4HAUSUPZGRQ6Q3ATSP4TB6CQ,$650.00,"$285,133.00",need_improvement,,
B07JW9H4J368,$349.00,$599.00,42%,4.10,210,AH4ZZLZF5JO74MJ3E6WURPHAOKVA,$250.00,"$73,290.00",high rated,,
B07JW9H4J369,$349.00,$899.00,61%,4.50,149,AF7QK5FHWPIIYYCVERDUJEZYTSXQ,$550.00,"$52,001.00",high rated,,
B07JW9H4J335,$348.00,"$1,499.00",77%,4.20,656,AHVZCQP5SYIVGZJK4LRP55ZXWETA,"$1,151.00","$228,288.00",high rated,,
B07JW9H4J336,$348.00,"$1,499.00",77%,4.20,656,AFR4DPHPUUE5HOH5IDNMNRCEHKBQ,"$1,151.00","$228,288.00",high rated,,
B07JW9H4J334,$347.00,$999.00,65%,3.50,"1,121",AEH3MURR76DG3TEX3NXIJVJTKBLA,$652.00,"$388,987.00",need_improvement,,
B07JW9H4J333,$345.00,$999.00,65%,3.70,"1,097",AFP334GQV3WBH6XJIX5VITMYOH2A,$654.00,"$378,465.00",need_improvement,,
B07JW9H4J332,$341.00,$450.00,24%,4.30,"2,493",AG6AS2KLLZMPPPEKF5RIJXTMA4FA,$109.00,"$850,113.00",high rated,,
B07JW9H4J328,$339.00,"$1,099.00",69%,4.30,974,AHPHVDOD3W672U45KKZQIJZTHLGQ,$760.00,"$330,186.00",high rated,,
B07JW9H4J329,$339.00,$999.00,66%,4.30,"6,255",AGZNXVDF65JCLJDZWWFVCR6TRSZA,$660.00,"$2,120,445.00",high rated,,
B07JW9H4J330,$339.00,"$1,999.00",83%,4.00,343,AHPRJMHMROWKAHQBSB6YAMELKFDA,"$1,660.00","$116,277.00",high rated,,
B07JW9H4J331,$339.00,$999.00,66%,4.30,"6,255",AG3J37R72LBQQ44KNHS3X3ZYQK5A,$660.00,"$2,120,445.00",high rated,,
B07JW9H4J327,$337.00,$699.00,52%,4.20,"4,969",AEKZNJLC7X57UF3F4STP3GSIIGJA,$362.00,"$1,674,553.00",high rated,,
B07JW9H4J326,$333.00,$999.00,67%,3.30,"9,792",AGJOLQCEFNEKB33FOCJ2YIEVT5DA,$666.00,"$3,260,736.00",need_improvement,,
B07JW9H4J325,$330.00,$499.00,34%,3.70,"8,566",AH7K632CGUBDY6LHNAPIN5X53WXA,$169.00,"$2,826,780.00",need_improvement,,
B07JW9H4J318,$329.00,$845.00,61%,4.20,"29,746",AHH2TIJJ2IGD5H3DJO3FROUHRRSQ,$516.00,"$9,786,434.00",high rated,,
B07JW9H4J319,$329.00,$699.00,53%,4.20,"94,364",AFPYH3UF3GB4RNX3MX46AXFM2FTQ,$370.00,"$31,045,756.00",high rated,,
B07JW9H4J320,$329.00,$999.00,67%,4.20,"3,492",AG2ICOYPSOV5SGBKFEYHGKCNK7PA,$670.00,"$1,148,868.00",high rated,,
B07JW9H4J321,$329.00,$999.00,67%,3.90,"77,027",AFC7Q5Q64XM2Y64FT7Y3L2YVALRA,$670.00,"$25,341,883.00",need_improvement,,
B07JW9H4J322,$329.00,$699.00,53%,4.20,"94,364",AHN4S54X3ZPVWJIMQEQYFTMAOISA,$370.00,"$31,045,756.00",high rated,,
B07JW9H4J323,$329.00,$399.00,18%,3.60,"33,735",AFSWMOL6CDK4XP6ZX7IGXHM3GQXQ,$70.00,"$11,098,815.00",need_improvement,,
B07JW9H4J324,$329.00,$845.00,61%,4.20,"29,746",AH7OT4IUCAKFYCPJ3SVLAHV7E2YA,$516.00,"$9,786,434.00",high rated,,
B07JW9H4J317,$328.00,$399.00,18%,4.10,"3,441",AEMDF6YAXYO7WQUIAFGEULA7NWWQ,$71.00,"$1,128,648.00",high rated,,
B07JW9H4J316,$326.00,$799.00,59%,4.40,"10,773",AE5DRZFQN56UNHWLA6RSKDLDXU3Q,$473.00,"$3,511,998.00",high rated,,
B07JW9H4J312,$325.00,"$1,299.00",75%,4.20,"10,576",AHL2CPZ63TFC3VB3RUVZVPFC2YZA,$974.00,"$3,437,200.00",high rated,,
B07JW9H4J313,$325.00,$999.00,67%,4.30,"2,651",AFFPESMMRAITVW75DEFP65LRTM4Q,$674.00,"$861,575.00",high rated,,
B07JW9H4J314,$325.00,"$1,099.00",70%,4.20,"10,576",AFGHRQK34D54OXQCRGX5K3XTR66Q,$774.00,"$3,437,200.00",high rated,,
B07JW9H4J315,$325.00,"$1,299.00",75%,4.20,"10,576",AGDD5ACY3AGTMTVBQOC3DMUR6REA,$974.00,"$3,437,200.00",high rated,,
B07JW9H4J311,$320.00,$599.00,47%,4.10,491,AH3JHXC477GL3HYXL4XPOZS5SXRQ,$279.00,"$157,120.00",high rated,,
B07JW9H4J310,$314.00,"$1,499.00",79%,4.50,"28,978",AF757N27JM5UZFJ3TS5FVGBYVMDA,"$1,185.00","$9,099,092.00",high rated,,
B07JW9H4J309,$310.00,$310.00,0%,4.50,"5,882",AFEKJVIJNA64W3J3MTGDJUQ6TQOA,$0.00,"$1,823,420.00",high rated,,
B07JW9H4J308,$309.00,$404.00,24%,4.40,"8,614",AGUTG6MZYET7MPUMPQXFLSNBEVUQ,$95.00,"$2,661,726.00",high rated,,
B07JW9H4J307,$300.00,$300.00,0%,4.20,419,AG6N6OO4GIHAHRVNERRTV3FJA2BQ,$0.00,"$125,700.00",high rated,,
B07JW9H4J266,$299.00,$799.00,63%,4.40,"28,791",AGKNFVSMZCSEFHPASWFBOIYKRZJA,$500.00,"$8,608,509.00",high rated,,
B07JW9H4J267,$299.00,$699.00,57%,4.20,"94,363",AEZDBVRL3E3S2Q2C7LEY3TTQVVFA,$400.00,"$28,214,537.00",high rated,,
B07JW9H4J268,$299.00,$899.00,67%,4.00,"1,588",AEPML5IRZNUCCZNZDPAXESOPY6OA,$600.00,"$474,812.00",high rated,,
B07JW9H4J269,$299.00,$999.00,70%,4.30,766,AFO7T5DJCA34LXNLPEMNTUPHBA3Q,$700.00,"$229,034.00",high rated,,
B07JW9H4J270,$299.00,"$1,199.00",75%,3.90,"1,193",AESNQRQGPFRFF3MIKZ6HWY3Z5XPQ,$900.00,"$356,707.00",need_improvement,,
B07JW9H4J271,$299.00,$699.00,57%,4.10,"2,957",AGKXFGRXVN4CMGMCT5SGOPB6BBIQ,$400.00,"$884,143.00",high rated,,
B07JW9H4J272,$299.00,$485.00,38%,4.30,"10,911",AHAYLVC4ZJEXYUCSYHJGH233MBWQ,$186.00,"$3,262,389.00",high rated,,
B07JW9H4J273,$299.00,"$1,199.00",75%,3.70,490,AECWBGFECHOEYECHQGPMWRYNKHYQ,$900.00,"$146,510.00",need_improvement,,
B07JW9H4J274,$299.00,$800.00,63%,4.50,"74,977",AHSXEBRVZO6MAYZRN6O6ZGT6TQIQ,$501.00,"$22,418,123.00",high rated,,
B07JW9H4J275,$299.00,$999.00,70%,3.80,928,AEOHCZKNWRXT3H4Q66WMEMB672IA,$700.00,"$277,472.00",need_improvement,,
B07JW9H4J276,$299.00,$899.00,67%,3.80,425,AESPOE5Z2FMNU577LDO7HKJCEDOA,$600.00,"$127,075.00",need_improvement,,
B07JW9H4J277,$299.00,"$1,199.00",75%,3.50,466,AHLV4POL25DONGJ2Z2BDVAI72QEA,$900.00,"$139,334.00",need_improvement,,
B07JW9H4J278,$299.00,$798.00,63%,4.40,"28,791",AEXKMEVDTMU6TP5NMM6O242XCWHA,$499.00,"$8,608,509.00",high rated,,
B07JW9H4J279,$299.00,$799.00,63%,4.20,"2,117",AGTBGMKWQPUZJ2GA2XPICHD2VTKQ,$500.00,"$632,983.00",high rated,,
B07JW9H4J280,$299.00,$999.00,70%,4.30,"2,651",AG3SQH676VN5EH4NDNGVVLML6RZQ,$700.00,"$792,649.00",high rated,,
B07JW9H4J281,$299.00,$799.00,63%,4.20,"94,363",AHIBP55ZTOTM3MNBFPQKJIX4TONQ,$500.00,"$28,214,537.00",high rated,,
B07JW9H4J282,$299.00,$700.00,57%,4.40,"8,714",AG44HJB2AMIVHAGQZ2WGWONERKCA,$401.00,"$2,605,486.00",high rated,,
B07JW9H4J283,$299.00,$599.00,50%,3.70,708,AF7B5AJJZP2WKRD74Z45L7YDOEHA,$300.00,"$211,692.00",need_improvement,,
B07JW9H4J284,$299.00,$799.00,63%,4.00,151,AFFOR2CVZKO4LFXRBJ2WEQXRHDKA,$500.00,"$45,149.00",high rated,,
B07JW9H4J285,$299.00,$599.00,50%,4.00,171,AEJKUZQM36XSQ4JKVC4UBWE5YJJA,$300.00,"$51,129.00",high rated,,
B07JW9H4J286,$299.00,$699.00,57%,3.90,"1,454",AEN657OFUBBVTAFRFCOOUKFBNQ4Q,$400.00,"$434,746.00",need_improvement,,
B07JW9H4J287,$299.00,$799.00,63%,4.30,"1,902",AFICHFCZ5WJJOZ6HM67EQ2L3YYTA,$500.00,"$568,698.00",high rated,,
B07JW9H4J288,$299.00,"$1,900.00",84%,3.60,"18,202",AHDTCW665XEPKY4WAUG3DREFCCYQ,"$1,601.00","$5,442,398.00",need_improvement,,
B07JW9H4J289,$299.00,$799.00,63%,4.20,"94,364",AGQCLZES57R2QEDXM4F4NYKS4BRA,$500.00,"$28,214,836.00",high rated,,
B07JW9H4J290,$299.00,$999.00,70%,4.30,"20,850",AF3HHR5VANS5ZX2IATPSOZDFEP7A,$700.00,"$6,234,150.00",high rated,,
B07JW9H4J291,$299.00,"$1,199.00",75%,4.50,596,AEREPHGDEP7EUMBCNLBQ67GNJQMA,$900.00,"$178,204.00",high rated,,
B07JW9H4J292,$299.00,$999.00,70%,4.30,"8,891",AG7L3FBDA2KLNZOZWS2XF7Y2GGRQ,$700.00,"$2,658,409.00",high rated,,
B07JW9H4J293,$299.00,$599.00,50%,4.30,"4,674",AFLLEPVLIAH2DFSHAZ77KWFM72ZA,$300.00,"$1,397,526.00",high rated,,
B07JW9H4J294,$299.00,$599.00,50%,4.10,"1,597",AGI4CCISF6KU62HQAT2VM4GNNNJA,$300.00,"$477,503.00",high rated,,
B07JW9H4J295,$299.00,$650.00,54%,4.50,"33,176",AGLAZIZLDXX7FKDCSJ6ZLKSHW47A,$351.00,"$9,919,624.00",high rated,,
B07JW9H4J296,$299.00,$449.00,33%,3.50,"11,827",AGRQVHEZZHU5EBW2ZF254W4VTNYA,$150.00,"$3,536,273.00",need_improvement,,
B07JW9H4J297,$299.00,$599.00,50%,3.80,"3,066",AGKT6MY3UZFPKSYVU5V7IOKJKMMA,$300.00,"$916,734.00",need_improvement,,
B07JW9H4J298,$299.00,$499.00,40%,4.20,"24,432",AF7IXQKBUL6NEIQG4R53LMJJUGXQ,$200.00,"$7,305,168.00",high rated,,
B07JW9H4J299,$299.00,$499.00,40%,4.50,"21,010",AFSJUWV2I4CD53EPCRMOQJ3CWR3Q,$200.00,"$6,281,990.00",high rated,,
B07JW9H4J300,$299.00,"$1,499.00",80%,4.20,903,AEDCFJT7COKZ3DP4YGWKH6KU7LAA,"$1,200.00","$269,997.00",high rated,,
B07JW9H4J301,$299.00,$399.00,25%,4.00,"2,766",AF7XWA4GXXWKOYLWWKGKZIP5O7DQ,$100.00,"$827,034.00",high rated,,
B07JW9H4J302,$299.00,$999.00,70%,4.30,"20,850",AFQCUNSSU6YNN2GEJ2262U55BWYQ,$700.00,"$6,234,150.00",high rated,,
B07JW9H4J303,$299.00,$550.00,46%,4.60,"33,434",AFK6D62HRZSHP5W3DE5QGYUYJQEA,$251.00,"$9,996,766.00",high rated,,
B07JW9H4J304,$299.00,$400.00,25%,3.80,"40,895",AGOQZTWW4TWCEF63HEFYT4AEIFPA,$101.00,"$12,227,605.00",need_improvement,,
B07JW9H4J305,$299.00,$990.00,70%,4.50,"2,453",AGDV2MRADKOX2DX27DLTJRCUNFLQ,$691.00,"$733,447.00",high rated,,
B07JW9H4J306,$299.00,"$1,499.00",80%,4.20,"2,868",AHLGRFI7QX34GNBZPPXAU3XDMUEA,"$1,200.00","$857,532.00",high rated,,
B07JW9H4J265,$298.00,$999.00,70%,4.30,"1,552",AGYS2OMZE7DCEFQOBUJ7OSMPG3DQ,$701.00,"$462,496.00",high rated,,
B07JW9H4J264,$294.00,"$4,999.00",94%,4.30,"4,426",AEIGFUFEU2YGVXZQSYKPUF5FTCCA,"$4,705.00","$1,301,244.00",high rated,,
B07JW9H4J263,$293.00,$499.00,41%,3.90,"44,994",AE7RG5GRVSLRP2HGPKIF2JJ7BAHQ,$206.00,"$13,183,242.00",need_improvement,,
B07JW9H4J262,$290.00,$349.00,17%,3.70,"1,977",AHY3QEA3CVS57POB64VVMQSPHHHA,$59.00,"$573,330.00",need_improvement,,
B07JW9H4J260,$289.00,$999.00,71%,4.10,401,AFRA4BGAKHDU2PFBCHKEPSVG5OYA,$710.00,"$115,889.00",high rated,,
B07JW9H4J261,$289.00,$590.00,51%,4.40,"25,886",AE7ZYKK6AN7B2Y7ACR7JHJW236LA,$301.00,"$7,481,054.00",high rated,,
B07JW9H4J259,$287.00,$499.00,42%,4.40,"8,076",AGIVW6YDF6G7356WR2KBPADPKE7A,$212.00,"$2,317,812.00",high rated,,
B07JW9H4J258,$281.00,"$1,999.00",86%,2.80,87,AFILRU3X2FCDPDW5UKLT6C7OPJSA,"$1,718.00","$24,447.00",need_improvement,,
B07JW9H4J254,$279.00,"$1,499.00",81%,4.20,"2,646",AHPKWPXNLGMP6BBOUC3MKMDWBIDA,"$1,220.00","$738,234.00",high rated,,
B07JW9H4J255,$279.00,$499.00,44%,3.70,"10,962",AF2RABP57DKRSINAD3R2DKITOV7Q,$220.00,"$3,058,398.00",need_improvement,,
B07JW9H4J256,$279.00,$375.00,26%,4.30,"31,534",AE2XMB6CEF4SCPYQI75GHNYEAXIA,$96.00,"$8,797,986.00",high rated,,
B07JW9H4J257,$279.00,"$1,299.00",79%,4.00,"5,072",AEBZ2HAXFK35IM72RWPADC7VH3EA,"$1,020.00","$1,415,088.00",high rated,,
B07JW9H4J253,$273.10,$999.00,73%,4.30,"20,850",AHXA44TFJADWFEA3DHLJWVUKZVDQ,$725.90,"$5,694,135.00",high rated,,
B07JW9H4J252,$272.00,$320.00,15%,4.00,"3,686",AH24GHGDZ5S7GOOVQK24MQS5IR4Q,$48.00,"$1,002,592.00",high rated,,
B07JW9H4J244,$269.00,$800.00,66%,3.60,"10,134",AGNRJFR7GTAKNDLEQNVGQMRVURVQ,$531.00,"$2,726,046.00",need_improvement,,
B07JW9H4J245,$269.00,$650.00,59%,4.40,"35,877",AFIJZPIDNQJFJUO46X7TVPBDYSCQ,$381.00,"$9,650,913.00",high rated,,
B07JW9H4J246,$269.00,"$1,499.00",82%,4.50,"28,978",AEEYJCTR44VPW4DW537EAZHK5CPQ,"$1,230.00","$7,795,082.00",high rated,,
B07JW9H4J247,$269.00,$649.00,59%,4.30,"54,315",AFOBWTUOP4PHZ5K7XW4SPJWKDIKQ,$380.00,"$14,610,735.00",high rated,,
B07JW9H4J248,$269.00,$315.00,15%,4.50,"17,810",AEOZN7QHTHMBMPZ44PLKH7ML2GFA,$46.00,"$4,790,890.00",high rated,,
B07JW9H4J249,$269.00,$699.00,62%,4.00,93,AFCEPFOBTC7XT2G2WLISEFCKSTMQ,$430.00,"$25,017.00",high rated,,
B07JW9H4J250,$269.00,"$1,099.00",76%,4.10,"1,092",AGQB7NBV5YVA7UFL3TOP7HJ4YOWQ,$830.00,"$293,748.00",high rated,,
B07JW9H4J251,$269.00,$800.00,66%,3.60,"10,134",AH6NXC2M3PH6OZHLJ6YXG54VIBMA,$531.00,"$2,726,046.00",need_improvement,,
B07JW9H4J243,$266.00,$315.00,16%,4.50,"28,030",AGK76H5VGHDWFQD7JTHVKZNQ5BHA,$49.00,"$7,455,980.00",high rated,,
B07JW9H4J242,$265.00,$999.00,73%,3.70,465,AECNNZVKQPR25O2GJGFWLHBH367Q,$734.00,"$123,225.00",need_improvement,,
B07JW9H4J239,$263.00,$699.00,62%,4.10,450,AEBHZQJ4R2TZ57GOCSTMIP53F4JQ,$436.00,"$118,350.00",high rated,,
B07JW9H4J240,$263.00,$699.00,62%,3.50,690,AH6LPYJT5UBJ7CIEWVHDCNQAGWZQ,$436.00,"$181,470.00",need_improvement,,
B07JW9H4J241,$263.00,$699.00,62%,4.10,450,AHUR3WRNQOQ44GWIBTXRYLF6UTAA,$436.00,"$118,350.00",high rated,,
B07JW9H4J238,$259.00,$699.00,63%,3.80,"2,399",AH2AV6EDMROMZAYJHVBRKP3R3MZQ,$440.00,"$621,341.00",need_improvement,,
B07JW9H4J237,$254.00,$799.00,68%,4.00,"2,905",AHNCUNHIZXTMX6V4WVDHJVC6YOHQ,$545.00,"$737,870.00",high rated,,
B07JW9H4J235,$252.00,$999.00,75%,3.70,"2,249",AGYH5QJAFM2JTPYPHRVG23I23RZQ,$747.00,"$566,748.00",need_improvement,,
B07JW9H4J236,$252.00,$315.00,20%,4.50,"3,785",AFVYGOA4AWO77UIPMUNH6YSKSB5A,$63.00,"$953,820.00",high rated,,
B07JW9H4J234,$251.00,$999.00,75%,3.70,"3,234",AG7XUAMM5BZSSPCBAQJ3YGYSIPXA,$748.00,"$811,734.00",need_improvement,,
B07JW9H4J232,$250.00,$250.00,0%,3.90,"13,971",AE5LEWHQDGISBMSHQ3QRHVAO5ROQ,$0.00,"$3,492,750.00",need_improvement,,
B07JW9H4J233,$250.00,$250.00,0%,4.20,"2,628",AE57EASYAUGIY3LHBP7QIOETS7IA,$0.00,"$657,000.00",high rated,,
B07JW9H4J217,$249.00,$799.00,69%,3.80,"1,079",AHKTEC7ZVRWNAA66KB3V5REUQG6A,$550.00,"$268,671.00",need_improvement,,
B07JW9H4J218,$249.00,$931.00,73%,3.90,"1,075",AHMHM5EFODDANIMBHGM2T74BEJHA,$682.00,"$267,675.00",need_improvement,,
B07JW9H4J219,$249.00,$399.00,38%,3.40,"4,642",AG6TQFT2J2BQW67NBTLB4X6XYC5A,$150.00,"$1,155,858.00",need_improvement,,
B07JW9H4J220,$249.00,$399.00,38%,4.00,"6,558",AHX6CSQGEBRWNFP27HRO6OHTKYXQ,$150.00,"$1,632,942.00",high rated,,
B07JW9H4J221,$249.00,$499.00,50%,4.10,"1,508",AFSQ45FBSMOSSRWIPLZFD7UKF6SQ,$250.00,"$375,492.00",high rated,,
B07JW9H4J222,$249.00,$999.00,75%,4.30,112,AHALPOEUQFGXEZR6NQ64ZI3EIYXA,$750.00,"$27,888.00",high rated,,
B07JW9H4J223,$249.00,$999.00,75%,5.00,,AHJHHQWQ25VCIQHG5XMZN5MRZFYA,$750.00,$0.00,high rated,,
B07JW9H4J224,$249.00,$649.00,62%,4.00,"14,404",AFWREBMJRX47V7TJD5E7VUBKZY3Q,$400.00,"$3,586,596.00",high rated,,
B07JW9H4J225,$249.00,$399.00,38%,4.00,"43,994",AEZPNXZLF5U7XEX6TOW3J56C3XDA,$150.00,"$10,954,506.00",high rated,,
B07JW9H4J226,$249.00,$599.00,58%,3.90,"2,147",AFA6YM4NTFRGHHKYN5U7HUYEVSUA,$350.00,"$534,603.00",need_improvement,,
B07JW9H4J227,$249.00,$999.00,75%,4.50,38,AFAKLGJPBTX3EWCXJWB6TF4LJOXQ,$750.00,"$9,462.00",high rated,,
B07JW9H4J228,$249.00,$600.00,59%,4.00,"1,208",AF2OOHAIFJV65X44LFLRPUNYNXJA,$351.00,"$300,792.00",high rated,,
B07JW9H4J229,$249.00,$599.00,58%,4.50,"5,985",AGYUFQB6WUOMBYRLWNULRLC4GQ3A,$350.00,"$1,490,265.00",high rated,,
B07JW9H4J230,$249.00,$499.00,50%,4.20,"22,860",AF67LQRZS6WAY2MDTZEV7V5VKLLQ,$250.00,"$5,692,140.00",high rated,,
B07JW9H4J231,$249.00,$499.00,50%,3.30,"8,427",AH6L4HL7SHZ5FT3XJRTBG4VRQDDQ,$250.00,"$2,098,323.00",need_improvement,,
B07JW9H4J216,$247.00,$399.00,38%,3.90,200,AFDITJCB5D4EOPYZKGP5RGRJFVLA,$152.00,"$49,400.00",need_improvement,,
B07JW9H4J215,$246.00,$600.00,59%,4.20,143,AE55KTFVNXYFD5FPYWP2OUPEYNPQ,$354.00,"$35,178.00",high rated,,
B07JW9H4J213,$239.00,$699.00,66%,4.40,"2,640",AEE46IBP3ZPVE6S3HRLREKFHW6WQ,$460.00,"$630,960.00",high rated,,
B07JW9H4J214,$239.00,$599.00,60%,3.90,"2,147",AHVPFHNEPCJFLAXKD5IGQRRBHMWA,$360.00,"$513,133.00",need_improvement,,
B07JW9H4J212,$238.00,$699.00,66%,4.40,"8,372",AHVZAVZYUTJOGQMHGNQVLQSOJNOQ,$461.00,"$1,992,536.00",high rated,,
B07JW9H4J210,$235.00,$599.00,61%,3.50,197,AE7CFHY23VAJT2FI4NZKKP6GS2UQ,$364.00,"$46,295.00",need_improvement,,
B07JW9H4J211,$235.00,"$1,599.00",85%,3.80,"1,173",AFBFA6KBCRGWVDW4KGK4IGLOZOMQ,"$1,364.00","$275,655.00",need_improvement,,
B07JW9H4J207,$230.00,$499.00,54%,3.70,"2,960",AF6SKHWKK53BMAI6UVJA5FJMLK3A,$269.00,"$680,800.00",need_improvement,,
B07JW9H4J208,$230.00,$999.00,77%,4.20,"1,528",AGEBUO6CQ3XQHSSH3PUT2M3VRIIA,$769.00,"$351,440.00",high rated,,
B07JW9H4J209,$230.00,$230.00,0%,4.50,"9,427",AGT6US6YWB52FSW73Z6GUN4YKLMA,$0.00,"$2,168,210.00",high rated,,
B07JW9H4J204,$229.00,$595.00,62%,4.30,"12,835",AEMJJNJTRB4DQ2EMQQRJ6N2SC2XA,$366.00,"$2,939,215.00",high rated,,
B07JW9H4J205,$229.00,$299.00,23%,4.30,"30,411",AHB43CZ4RHLJ5S6CBOWX6MEI7J4Q,$70.00,"$6,964,119.00",high rated,,
B07JW9H4J206,$229.00,$299.00,23%,4.30,"30,411",AFTZBO4S2Z7Q6UL72EUKGZRTVB6Q,$70.00,"$6,964,119.00",high rated,,
B07JW9H4J203,$228.00,$899.00,75%,3.80,132,AE242TR3GQ6TYC6W4SJ5UYYKBTYQ,$671.00,"$30,096.00",need_improvement,,
B07JW9H4J200,$225.00,$499.00,55%,4.10,789,AFHYWVMTDKYPL2TFEVYTCNHJPJZA,$274.00,"$177,525.00",high rated,,
B07JW9H4J201,$225.00,$250.00,10%,4.40,"26,556",AGYJWE5KU7LQVHHG3UBK4DGPWP5A,$25.00,"$5,975,100.00",high rated,,
B07JW9H4J202,$225.00,$225.00,0%,4.10,"4,798",AEKB7MS4WMERS6DHWXCANJ5TPTRA,$0.00,"$1,079,550.00",high rated,,
B07JW9H4J196,$219.00,$700.00,69%,4.30,"20,053",AHDJJLKORMH72SSEBWOVAKE66EHA,$481.00,"$4,391,607.00",high rated,,
B07JW9H4J197,$219.00,$700.00,69%,4.30,"20,052",AEDKNRNG6YV7UXI72VNLX4DK3XMA,$481.00,"$4,391,388.00",high rated,,
B07JW9H4J198,$219.00,$499.00,56%,4.40,14,AFOPJWBWQAT3U43C3O3HJE7MJJCQ,$280.00,"$3,066.00",high rated,,
B07JW9H4J199,$219.00,$700.00,69%,4.30,"20,053",AE5TYL3HV3PPD3BRG5C5HJO6Z2SA,$481.00,"$4,391,607.00",high rated,,
B07JW9H4J195,$218.00,$999.00,78%,4.20,163,AFZRJWGYUFNULZQLL27PLZYMTYFA,$781.00,"$35,534.00",high rated,,
